Name,Total,Ticket_Value,Price,Maturity,Rate,Payment_Date,Place,Institution,Payment_Method,Issuing_Method,Type
2009年甘肃省政府债券,65.0000,100.00,100.00,3,1.76,6.29,银行间,甘肃省政府,年付,荷兰式招标,固定
2009年青海省政府债券,29.0000,100.00,100.00,3,1.82,4.23,银行间,青海省政府,年付,荷兰式招标,固定
2009年宁夏回族自治区政府债券,30.0000,100.00,100.00,3,1.7,6.9,银行间,宁夏回族自治区政府,年付,荷兰式招标,固定
2009年新疆维吾尔自治区政府债券（一期）,30.0000,100.00,100.00,3,1.61,3.30,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2009年新疆维吾尔自治区政府债券(二期),25.0000,100.00,100.00,3,1.79,7.7,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2009年记账式贴现(一期)国债,150.0000,100.00,99.80,0.25,0,4.13,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现（二期）国债,200.0000,100.00,99.31,0.7,0,4.13,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现（三期）国债,150.0000,100.00,99.79,0.25,0,4.27,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现(四期)国债,150.0000,100.00,99.55,0.5,0,4.27,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现（五期）国债,150.0000,100.00,99.79,0.25,0,5.11,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现(六期)国债,150.0000,100.00,99.80,0.25,0,5.25,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现(七期)国债,150.0000,100.00,99.58,0.5,0,5.25,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现(八期)国债,150.0000,100.00,99.80,0.25,0,6.8,银行间,财政部,贴现,多种价格（混合式）招标,贴现
2009年记账式贴现(九期)国债,200.0000,100.00,99.35,0.75,0,6.8,银行间,财政部,贴现,多种价格（混合式）招标,贴现
2009年记账式贴现（十期）国债,150.0000,100.00,99.80,0.25,0,6.22,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现（十一期）国债,150.0000,100.00,99.58,0.5,0,6.22,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现（十二期）国债,124.8000,100.00,99.72,0.25,0,7.13,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现（十三期）国债,126.5000,100.00,99.08,0.75,0,7.13,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现(十四期)国债,185.1000,100.00,99.22,0.5,0,7.20,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现(十五期)国债,100.0000,100.00,99.67,0.25,0,8.10,银行间,财政部,贴现,美国式招标,贴现
2009年记账式贴现(十六期)国债,150.0000,100.00,98.80,0.75,0,8.10,银行间,财政部,贴现,美国式招标,贴现
2009年记账式贴现(十七期)国债,150.0000,100.00,99.31,0.5,0,8.24,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现(十八期)国债,100.0000,100.00,99.71,0.25,0,9.7,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现（十九期）,150.0000,100.00,98.99,0.75,0,9.7,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现(二十期)国债,150.0000,100.00,99.34,0.5,0,9.21,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现（二十一期）国债,150.0000,100.00,99.70,0.25,0,10.12,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现（二十二期）国债,150.0000,100.00,99.34,0.5,0,10.26,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现（二十三期）国债,150.0000,100.00,99.70,0.25,0,11.9,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现(二十四期)国债,150.0000,100.00,98.98,0.75,0,11.23,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现（二十五期）国债,150.0000,100.00,99.71,0.25,0,12.7,银行间,财政部,贴现,荷兰式招标,贴现
2009年记账式贴现(二十六期)国债,150.0000,100.00,99.36,0.5,0,12.21,银行间,财政部　,贴现,荷兰式招标,贴现
2010年记账式附息(一期)国债,260.0000,100.00,100.00,2,2.01,1.28,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息（二期）国债,260.0000,100.00,100.00,10,3.43,2.4,银行间,财政部,年付,荷兰式招标,固定
2010年记账式附息(三期)国债,240.0000,100.00,,,,,,,,,
2010年记账式附息(四期)国债,260.0000,100.00,100.00,1,1.44,3.4,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(五期)国债,260.0000,100.00,100.00,7,2.92,3.11,银行间,财政部,年付,荷兰式招标,固定
2010年记账式附息(六期)国债,260.0000,100.00,100.00,3,2.23,3.18,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(七期)国债,260.0000,100.00,,,,,,,,,
2010年记账式附息(八期)国债,280.4000,100.00,100.00,5,2.7,4.8,银行间,财政部,年付,荷兰式招标,固定
2010年记账式附息（九期）国债,280.0000,100.00,100.00,20,3.96,4.15,银行间,财政部,半年付,多种价格（混合式）招标,固定
2010年记账式附息(十期)国债,305.2000,100.00,100.00,7,3.01,4.22,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(十一期)国债,266.7000,100.00,100.00,1,1.49,4.29,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息（十二期）国债,296.0000,100.00,,,,,,,,,
2010年记账式附息(十三期)国债,280.0000,100.00,100.00,5,2.38,5.20,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(十四期)国债,280.0000,100.00,,,,,,,,,
2010年记账式附息(十五期)国债,283.1000,100.00,100.00,7,2.83,5.27,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(十六期)国债,280.0000,100.00,100.00,3,2.33,6.3,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(十七期)国债,280.0000,100.00,100.00,5,2.53,6.10,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(十八期)国债,280.0000,100.00,100.00,30,4.03,6.21,银行间,财政部,半年付,多种价格（混合式）招标,固定
2010年记账式附息(十九期)国债,280.1000,100.00,100.00,10,3.41,6.24,银行间,财政部,半年付,多种价格（混合式）招标,固定
2010年记账式附息(二十期)国债,299.7000,100.00,100.00,5,2.52,7.8,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(二十一期)国债,300.1000,100.00,100.00,1,1.87,7.15,银行间,财政部,年付,荷兰式招标,固定
2010年记账式附息(二十二期)国债,281.9000,100.00,100.00,7,2.76,7.22,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(二十三期)国债,280.0000,100.00,100.00,30,3.96,7.29,银行间,财政部,半年付,多种价格（混合式）招标,固定
2010年记账式附息(二十四期)国债,304.4000,100.00,100.00,10,3.28,8.5,银行间,财政部,半年付,多种价格（混合式）招标,固定
2010年记账式附息(二十五期)国债,280.0000,100.00,100.00,3,2.3,8.12,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(二十六期)国债,280.0000,100.00,100.00,30,3.96,8.16,银行间,财政部,半年付,多种价格（混合式）招标,固定
2010年记账式附息(二十七期)国债,280.0000,100.00,100.00,7,2.81,8.19,银行间,财政部,年付,荷兰式招标,固定
2010年记账式附息(二十八期)国债,282.2000,100.00,100.00,5,2.58,8.26,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(二十九期)国债,280.0000,100.00,100.00,20,3.82,9.2,银行间,财政部,半年付,多种价格（混合式）招标,固定
2010年记账式附息(三十期)国债,205.4000,100.00,100.00,1,1.87,9.9,银行间,财政部,年付,荷兰式招标,固定
2010年记账式附息(三十一期)国债,282.6000,100.00,100.00,10,3.29,9.16,银行间,财政部,半年付,多种价格（混合式）招标,固定
2010年记账式附息(三十二期)国债,287.1000,100.00,100.00,7,3.1,10.14,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(三十三期)国债,280.0000,100.00,100.00,5,2.91,10.21,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(三十四期)国债,299.9000,100.00,100.00,10,3.67,10.28,银行间,财政部,半年付,荷兰式招标,固定
2010年记账式附息(三十五期)国债,280.0000,100.00,100.00,3,2.68,11.4,银行间,财政部,年付,荷兰式招标,固定
2010年记账式附息(三十六期)国债,282.1000,100.00,100.00,1,2.15,11.11,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(三十七期)国债,280.0000,100.00,100.00,50,4.4,11.18,银行间,财政部,半年付,荷兰式招标,固定
2010年记账式附息(三十八期)国债,306.4000,100.00,100.00,7,3.83,11.25,银行间,财政部,年付,荷兰式招标,固定
2010年记账式附息(三十九期)国债,321.4000,100.00,100.00,5,3.64,12.2,银行间,财政部,年付,多种价格（混合式）招标,固定
2010年记账式附息(四十期)国债,280.0000,100.00,100.00,30,4.23,12.9,银行间,财政部,半年付,荷兰式招标,固定
2010年记账式附息(四十一期)国债,307.8000,100.00,100.00,10,3.77,12.6,银行间,财政部,半年付,荷兰式招标,固定
2010年记账式贴现(十四期)国债,280.0000,100.00,99.54,0.25,0,10.25,银行间,财政部,贴现,荷兰式招标,贴现
2010年地方政府债券(一期),286.0000,100.00,100.00,3,2.77,6.21,银行间,地方政府,年付,荷兰式招标,固定
2010年地方政府债券(二期),152.0000,100.00,100.00,5,2.90,6.21,银行间,地方政府,年付,荷兰式招标,固定
2010年地方政府债券(三期),232.0000,100.00,100.00,3,2.33,7.19,银行间,地方政府,年付,荷兰式招标,固定
2010年地方政府债券(四期),284.0000,100.00,100.00,3,2.37,8.10,银行间,地方政府,年付,荷兰式招标,固定
2010年地方政府债券(五期),186.0000,100.00,100.00,5,2.67,8.10,银行间,地方政府,年付,荷兰式招标,固定
2013年上海市政府债券(一期),56.0000,100.00,100.00,5,3.94,9.9,深市,上海市财政局,年付,荷兰式招标,固定
2010年地方政府债券(七期),206.0000,100.00,100.00,3,2.36,9.7,银行间,地方政府,年付,荷兰式招标,固定
2010年地方政府债券(八期),152.0000,100.00,100.00,5,2.67,9.7,银行间,地方政府,年付,荷兰式招标,固定
2010年地方政府债券(九期),181.0000,100.00,100.00,3,3.23,11.15,银行间,财政部,年付,荷兰式招标,固定
2010年地方政府债券(十期),126.0000,100.00,100.00,5,3.7,11.15,银行间,财政部,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(八期),2.4000,100.00,100.00,10,3.47,08.07,银行间,新疆维吾尔自治区政府,半年付,荷兰式招标,固定
2010年记账式贴现(一期)国债,142.5000,100.00,99.69,0.25,0,4.12,银行间,财政部,贴现,多种价格（混合式）招标,贴现
2010年记账式贴现(二期)国债,158.1000,100.00,98.87,0.75,0,4.12,银行间,财政部,贴现,多种价格（混合式）招标,贴现
2010年记账式贴现(三期)国债,150.0000,100.00,99.28,0.5,0,4.19,银行间,财政部,贴现,多种价格（混合式）招标,贴现
2010年记账式贴现(四期)国债,150.0000,100.00,99.25,0.5,0,5.17,银行间,财政部,贴现,美国式招标,贴现
2010年记账式贴现(五期)国债,173.7000,100.00,98.74,0.75,0,5.17,银行间,财政部,贴现,美国式招标,贴现
2010年记账式贴现(六期)国债,114.5000,100.00,99.55,0.25,0,6.14,银行间,财政部,贴现,美国式招标,贴现
2010年记账式贴现(七期)国债,177.5000,100.00,98.51,0.75,,6.14,银行间,财政部,贴现,美国式招标,贴现
2010年记账式贴现(八期)国债,200.0000,100.00,99.06,0.5,0,7.12,银行间,财政部,贴现,美国式招标,贴现
2016年河北省政府专项债券(四期),60.0000,100.00,100.00,10,3.14,4.15,深市,河北省政府,半年付,荷兰式招标,固定
2010年记账式贴现(十期)国债,100.0000,100.00,98.62,0.75,0,8.9,银行间,财政部,贴现,荷兰式招标,贴现
2010年记账式贴现(十一期)国债,200.0000,100.00,99.11,0.5,0,8.23,银行间,财政部,贴现,荷兰式招标,贴现
2010年记账式贴现(十二期)国债,100.0000,100.00,99.60,0.25,0,9.13,银行间,财政部,贴现,荷兰式招标,贴现
2010年记账式贴现(十三期)国债,200.0000,100.00,99.07,0.5,0,9.20,银行间,财政部,贴现,美国式招标,贴现
2016年河南省政府一般债券(一期),100.0000,100.00,100.00,3,2.59,4.15,深市,河南省政府,年付,荷兰式招标,固定
2010年记账式贴现(十五期)国债,280.0000,100.00,99.54,0.25,0,11.1,银行间,财政部,贴现,荷兰式招标,贴现
2010年记账式贴现(十六期)国债,100.0000,100.00,99.01,0.5,0,11.15,银行间,财政部,贴现,荷兰式招标,贴现
2010年记账式贴现(十七期)国债,115.5000,100.00,99.34,0.25,0,11.29,银行间,财政部,贴现,荷兰式招标,贴现
2010年记账式贴现(十八期)国债,100.0000,100.00,97.93,0.75,0,12.13,银行间,财政部,贴现,荷兰式招标,贴现
2010年记账式贴现(十九期)国债,167.6000,100.00,99.11,0.25,0,12.27,银行间,财政部,贴现,美国式招标,贴现
2011年记账式附息(一期)国债,300.0000,100.00,100.00,1,2.81,1.13,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(二期)国债,300.0000,100.00,100.00,10,3.94,1.20,银行间,财政部,半年付,荷兰式招标,固定
2011年记账式附息(三期)国债,300.0000,100.00,100.00,7,3.83,1.27,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(四期)国债,300.0000,100.00,100.00,5,3.6,2.17,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(五期)国债,280.0000,100.00,100.00,30,4.31,2.24,银行间,财政部,半年付,荷兰式招标,固定
2011年记账式附息(六期)国债,300.0000,100.00,100.00,7,3.75,3.3,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(七期)国债,280.0000,100.00,100.00,3,3.22,3.10,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(八期)国债,300.0000,100.00,100.00,10,3.83,3.17,银行间,财政部,半年付,荷兰式招标,固定
2011年记账式附息(九期)国债,300.0000,100.00,100.00,1,2.8,3.24,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(十期)国债,300.0000,100.00,100.00,20,4.15,4.28,银行间,财政部,半年付,荷兰式招标,固定
2011年记账式附息(十一期)国债,301.8000,100.00,100.00,1,2.77,5.5,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(十二期)国债,300.0000,100.00,100.00,50,4.48,5.26,银行间,财政部,半年付,荷兰式招标,固定
2011年记账式附息(十三期)国债,300.0000,100.00,100.00,3,3.26,6.2,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(十四期)国债,300.0000,100.00,100.00,5,3.44,6.9,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(十五期)国债,309.0000,100.00,100.00,10,3.99,6.16,银行间,财政部,半年付,荷兰式招标,固定
2011年记账式附息(十六期)国债,300.0000,100.00,100.00,30,4.5,6.23,银行间,财政部,半年付,荷兰式招标,固定
2011年记账式附息(十七期)国债,300.0000,100.00,100.00,7,3.7,7.7,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(十八期)国债,300.0000,100.00,100.00,1,3.48,7.14,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(十九期)国债,300.0000,100.00,100.00,10,3.93,8.18,银行间,财政部,半年付,荷兰式招标,固定
2011年记账式附息(二十期)国债,325.1000,100.00,100.00,1,3.9,9.15,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(二十一期)国债,305.2000,100.00,100.00,7,3.65,10.13,银行间,财政部,年付,荷兰式招标,固定
2011年记账式附息(二十二期)国债,293.0000,100.00,100.00,5,3.55,10.20,银行间,财政部,年付,荷兰式招标,固定
